Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New York City,2020,37,2020-09-12,960,913,,206,24,18,19,25,12,12,89,268,39,17,10,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,38,2020-09-19,1002,965,10,236,25,12,25,22,19,13,82,260,35,26,21,,,,,,,,,,,,,,,
New York City,2020,39,2020-09-26,983,941,12,198,40,26,30,26,15,,78,268,38,20,15,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,40,2020-10-03,959,920,18,191,29,18,18,33,10,,85,250,42,33,28,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,41,2020-10-10,970,939,,213,31,21,15,26,14,15,81,270,41,23,15,,,Suppressed (counts 1-9),,,,,,,,,,,,
North Carolina,2019,1,2019-01-05,1934,1770,26,376,71,90,37,125,42,50,16,391,92,0,0,,,,,,,,,,,,,,,
North Carolina,2019,2,2019-01-12,1968,1807,26,379,58,93,25,142,44,35,20,409,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,3,2019-01-19,1867,1697,32,392,59,88,32,106,37,51,13,390,99,0,0,,,,,,,,,,,,,,,
North Carolina,2019,4,2019-01-26,1898,1726,31,422,61,82,33,106,41,46,15,364,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,5,2019-02-02,1932,1770,22,409,66,87,43,107,36,53,10,404,111,0,0,,,,,,,,,,,,,,,
North Carolina,2019,6,2019-02-09,2092,1920,40,405,70,102,65,141,32,48,17,405,118,0,0,,,,,,,,,,,,,,,
North Carolina,2019,7,2019-02-16,2051,1894,33,418,75,104,58,118,32,48,15,436,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,8,2019-02-23,2043,1888,38,424,73,89,75,133,40,53,17,418,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,9,2019-03-02,1997,1826,33,404,61,97,51,149,32,43,12,399,112,0,0,,,,,,,,,,,,,,,
North Carolina,2019,10,2019-03-09,1973,1803,37,421,64,84,51,127,33,32,12,398,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,11,2019-03-16,1907,1758,38,411,55,91,65,130,23,35,16,350,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,12,2019-03-23,1873,1718,27,379,60,85,45,114,23,56,14,410,99,0,0,,,,,,,,,,,,,,,
North Carolina,2019,13,2019-03-30,1893,1709,35,369,49,79,46,110,35,43,23,374,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,14,2019-04-06,1914,1750,25,374,60,98,38,129,35,40,12,416,109,0,0,,,,,,,,,,,,,,,
North Carolina,2019,15,2019-04-13,1957,1780,28,390,65,104,37,126,25,35,22,399,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,16,2019-04-20,1822,1663,35,379,55,65,37,132,31,52,15,353,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,17,2019-04-27,1816,1662,33,375,60,87,36,101,35,37,14,362,85,0,0,,,,,,,,,,,,,,,
North Carolina,2019,18,2019-05-04,1919,1730,39,398,63,72,45,111,36,36,16,395,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,19,2019-05-11,1793,1641,24,358,45,87,36,102,35,36,16,407,91,0,0,,,,,,,,,,,,,,,
North Carolina,2019,20,2019-05-18,1775,1641,34,403,57,94,36,113,35,37,18,356,95,0,0,,,,,,,,,,,,,,,
North Carolina,2019,21,2019-05-25,1885,1702,36,410,52,89,30,95,31,38,12,414,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,22,2019-06-01,1815,1629,32,384,51,73,25,98,26,44,17,384,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,23,2019-06-08,1822,1616,28,373,60,80,30,109,29,42,21,349,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,24,2019-06-15,1861,1701,33,407,58,91,25,103,33,53,15,395,90,0,0,,,,,,,,,,,,,,,
North Carolina,2019,25,2019-06-22,1819,1644,30,396,55,81,27,101,23,45,20,381,113,0,0,,,,,,,,,,,,,,,
North Carolina,2019,26,2019-06-29,1785,1613,22,389,54,83,28,78,30,36,20,387,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,27,2019-07-06,1790,1636,19,368,44,79,30,100,32,39,17,402,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,28,2019-07-13,1678,1532,23,394,52,80,22,92,28,42,23,298,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,29,2019-07-20,1744,1563,24,358,60,89,20,89,36,36,28,356,86,0,0,,,,,,,,,,,,,,,
North Carolina,2019,30,2019-07-27,1762,1593,25,392,62,74,27,107,34,47,14,341,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,31,2019-08-03,1711,1556,39,379,51,78,25,90,27,49,17,341,79,0,0,,,,,,,,,,,,,,,
North Carolina,2019,32,2019-08-10,1787,1632,38,373,60,83,22,97,23,36,21,334,98,0,0,,,,,,,,,,,,,,,
North Carolina,2019,33,2019-08-17,1703,1536,17,364,61,77,27,86,35,30,16,349,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,34,2019-08-24,1749,1596,31,366,52,78,22,96,22,35,24,350,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,35,2019-08-31,1719,1554,24,389,47,79,23,88,24,37,21,332,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,36,2019-09-07,1758,1575,22,378,56,82,31,72,16,38,17,379,76,0,0,,,,,,,,,,,,,,,
North Carolina,2019,37,2019-09-14,1694,1533,27,393,69,73,22,80,21,32,21,320,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,38,2019-09-21,1804,1631,20,399,61,78,25,80,27,46,22,371,85,0,0,,,,,,,,,,,,,,,
North Carolina,2019,39,2019-09-28,1822,1658,30,405,54,75,22,93,29,56,18,382,87,0,0,,,,,,,,,,,,,,,
North Carolina,2019,40,2019-10-05,1850,1671,25,392,69,81,31,107,30,37,17,352,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,41,2019-10-12,1748,1575,28,391,62,74,23,71,35,31,14,382,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,42,2019-10-19,1814,1655,26,392,65,81,14,98,27,36,26,395,93,0,0,,,,,,,,,,,,,,,
North Carolina,2019,43,2019-10-26,1888,1748,36,420,63,101,22,101,18,39,22,385,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,44,2019-11-02,1738,1568,32,361,69,88,26,91,28,35,22,346,112,0,0,,,,,,,,,,,,,,,
North Carolina,2019,45,2019-11-09,1825,1656,29,376,55,79,17,85,31,39,18,409,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,46,2019-11-16,1874,1714,30,391,69,86,33,98,28,49,26,381,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,47,2019-11-23,1902,1742,33,364,57,105,33,90,26,37,,398,135,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
North Carolina,2019,48,2019-11-30,1814,1678,23,371,60,99,38,97,33,40,22,371,113,0,0,,,,,,,,,,,,,,,
North Carolina,2019,49,2019-12-07,1999,1830,32,398,79,108,30,104,33,43,21,389,116,0,0,,,,,,,,,,,,,,,
North Carolina,2019,50,2019-12-14,1950,1780,39,376,77,111,34,92,30,44,26,371,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,51,2019-12-21,1878,1725,29,382,58,103,43,108,26,37,17,386,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,52,2019-12-28,1998,1818,32,407,68,96,24,108,33,40,34,408,97,0,0,,,,,,,,,,,,,,,
North Carolina,2020,1,2020-01-04,2003,1840,37,378,64,90,44,137,36,56,28,415,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,2,2020-01-11,1983,1815,30,401,57,98,58,120,39,39,24,373,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,3,2020-01-18,1900,1764,30,405,59,86,50,135,31,26,22,360,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,4,2020-01-25,1993,1823,27,419,60,80,48,120,38,51,36,395,119,0,0,,,,,,,,,,,,,,,
North Carolina,2020,5,2020-02-01,1983,1827,41,381,55,106,49,123,34,25,21,392,120,0,0,,,,,,,,,,,,,,,
North Carolina,2020,6,2020-02-08,2053,1865,31,416,64,106,54,119,39,49,32,412,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,7,2020-02-15,2060,1894,33,400,55,89,77,129,33,53,23,383,126,0,0,,,,,,,,,,,,,,,
North Carolina,2020,8,2020-02-22,1924,1799,33,405,66,92,68,115,25,41,38,376,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,9,2020-02-29,1973,1827,38,398,60,95,65,118,37,39,40,388,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,10,2020-03-07,2030,1841,35,397,58,102,51,117,30,42,31,407,113,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,11,2020-03-14,2025,1865,34,417,65,93,43,115,35,40,38,422,108,0,0,,,,,,,,,,,,,,,
North Carolina,2020,12,2020-03-21,2051,1863,30,387,67,106,50,111,39,47,32,402,109,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
North Carolina,2020,13,2020-03-28,1875,1708,22,337,71,88,65,94,33,41,27,367,105,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
North Carolina,2020,14,2020-04-04,2021,1871,48,391,66,93,57,111,29,33,48,397,105,44,41,,,,,,,,,,,,,,,
North Carolina,2020,15,2020-04-11,2016,1865,45,373,61,89,48,105,39,33,49,401,101,61,58,,,,,,,,,,,,,,,
North Carolina,2020,16,2020-04-18,2027,1860,17,333,70,107,27,123,24,43,55,367,116,138,124,,,,,,,,,,,,,,,
North Carolina,2020,17,2020-04-25,2104,1961,28,409,73,108,41,102,32,48,61,376,111,120,112,,,,,,,,,,,,,,,
North Carolina,2020,18,2020-05-02,1947,1811,29,355,65,82,31,92,26,38,77,368,92,119,110,,,,,,,,,,,,,,,
North Carolina,2020,19,2020-05-09,2055,1903,31,364,73,91,30,90,28,36,98,377,107,118,114,,,,,,,,,,,,,,,
North Carolina,2020,20,2020-05-16,2039,1876,22,409,63,83,22,84,22,32,80,390,99,103,89,,,,,,,,,,,,,,,
North Carolina,2020,21,2020-05-23,2057,1915,22,392,65,99,35,105,37,33,71,394,101,106,92,,,,,,,,,,,,,,,
North Carolina,2020,22,2020-05-30,1990,1867,36,343,59,90,31,82,36,41,102,378,82,160,139,,,,,,,,,,,,,,,
North Carolina,2020,23,2020-06-06,1964,1847,32,377,61,94,22,108,23,45,97,315,105,127,113,,,,,,,,,,,,,,,
North Carolina,2020,24,2020-06-13,1875,1749,23,370,43,84,21,78,37,37,92,355,88,113,93,,,,,,,,,,,,,,,
North Carolina,2020,25,2020-06-20,1935,1809,26,349,62,71,25,92,35,40,100,382,110,101,87,,,,,,,,,,,,,,,
North Carolina,2020,26,2020-06-27,1942,1783,32,367,65,88,22,76,33,40,82,385,97,103,93,,,,,,,,,,,,,,,
North Carolina,2020,27,2020-07-04,1998,1862,23,407,78,91,21,85,33,36,89,402,101,101,85,,,,,,,,,,,,,,,
North Carolina,2020,28,2020-07-11,1974,1832,27,331,53,92,31,79,31,36,103,349,112,128,119,,,,,,,,,,,,,,,
North Carolina,2020,29,2020-07-18,2015,1849,21,377,70,79,16,89,22,51,108,378,112,151,142,,,,,,,,,,,,,,,
North Carolina,2020,30,2020-07-25,2122,1982,33,386,87,77,19,84,24,39,93,375,130,181,172,,,,,,,,,,,,,,,
North Carolina,2020,31,2020-08-01,2042,1896,27,358,74,91,18,86,28,28,100,363,106,198,181,,,,,,,,,,,,,,,
North Carolina,2020,32,2020-08-08,1874,1771,34,358,51,86,28,67,24,35,94,376,107,169,157,,,,,,,,,,,,,,,
North Carolina,2020,33,2020-08-15,1673,1562,20,339,50,77,23,60,22,34,56,291,79,161,149,,,,,,,,,,,,,,,
North Carolina,2020,34,2020-08-22,1175,1104,19,251,46,49,,48,17,28,40,195,61,123,109,,,,,,,Suppressed (counts 1-9),,,,,,,,
North Carolina,2020,35,2020-08-29,379,362,,97,,21,,22,,11,,73,15,17,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
North Carolina,2020,36,2020-09-05,117,116,,25,,,,,,,,24,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,37,2020-09-12,55,55,0,14,0,,,,,0,0,12,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,38,2020-09-19,25,25,0,,,,0,,0,0,0,,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
North Carolina,2020,39,2020-09-26,,,0,,0,,0,,,0,0,0,,0,0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
North Carolina,2020,40,2020-10-03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
North Dakota,2019,1,2019-01-05,136,127,,30,,,,11,,0,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,2,2019-01-12,143,127,,23,,10,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,3,2019-01-19,161,151,,32,,,,,,0,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,4,2019-01-26,136,123,,29,,11,,,,,0,37,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,5,2019-02-02,133,127,,28,,10,,10,,,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,6,2019-02-09,130,119,,25,0,,,,,,,19,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,7,2019-02-16,161,141,,38,,12,,,,,0,33,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,8,2019-02-23,138,131,,25,,10,,,0,,0,32,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
North Dakota,2019,9,2019-03-02,144,128,,20,,,,11,0,,,28,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,10,2019-03-09,117,106,,14,,,,,,,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,11,2019-03-16,118,103,,17,,,,,,,,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,12,2019-03-23,145,133,,29,,,,10,,,,28,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,13,2019-03-30,142,123,,29,,10,,13,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,14,2019-04-06,172,162,0,39,,,,18,0,,,39,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,15,2019-04-13,149,134,,22,,,,12,0,,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,16,2019-04-20,138,132,,22,,12,,,,,,26,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,17,2019-04-27,135,122,,28,,14,,,,,,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,18,2019-05-04,166,146,,33,,,,,,,,35,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,19,2019-05-11,140,127,,33,,,,,,,,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,20,2019-05-18,153,136,,32,,,,,,,0,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,21,2019-05-25,135,127,,32,,,,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,22,2019-06-01,164,149,,29,,11,,,,,,33,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,23,2019-06-08,136,124,,27,,,,,,,,40,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,24,2019-06-15,155,140,,30,,,,,,,,33,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,25,2019-06-22,129,120,,27,,10,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,26,2019-06-29,136,122,,25,,,,,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,27,2019-07-06,130,119,0,30,,,,,0,,,32,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,28,2019-07-13,137,115,,32,,,,,0,,,28,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,29,2019-07-20,116,101,0,18,,,,,,,,27,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,30,2019-07-27,135,124,,21,,,,,,,,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,31,2019-08-03,114,101,,25,,,,,0,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,32,2019-08-10,142,128,,33,,,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,33,2019-08-17,139,132,,33,,,,,,,,40,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,34,2019-08-24,163,150,,29,,,,16,,,,32,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,35,2019-08-31,116,100,,15,,,,,,,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,36,2019-09-07,122,104,,23,,,0,,,,0,23,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,37,2019-09-14,158,144,,23,14,10,,,,,,31,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,38,2019-09-21,128,119,,22,,,,10,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,39,2019-09-28,156,140,,30,,10,,,,,,27,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,40,2019-10-05,139,128,,25,,10,0,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,41,2019-10-12,127,115,0,22,,,,,,,,28,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,42,2019-10-19,162,149,,35,,,,,,,,40,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,43,2019-10-26,147,145,0,29,,,,,,,,43,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,44,2019-11-02,135,126,0,26,,,,13,,,,37,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,45,2019-11-09,146,137,,32,,13,,,,0,,16,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
